Term,Part of Speech,Definition,Source Details,Link to Source
kåtchit,Transitive Verb,"vt.  put on a face, dress or anything that would indicate a show-off behavior. Ma kåtchit siha para i Halloween. They dressed up for Halloween. Un kåtchit håo ni ti uså‑mu bistidu. You put on a dress that's not for you. Ha kåtchit gui' si Jose ni nuebu na sapåtus ya nina'ke'yåo, sa' mampus mafñut. Jose put the new shoes on and he was limping, because they were too tight. Reflexive verb. Variant: kåchit.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kátdiding,Transitive Verb,"vt.  hop on one foot. Yan‑ñiha i famagu'un manhugåndun katdiding. The children enjoy the game of hopping using one leg. Kumatdiding huyung gi gima', sa' ma'ottu i temmun i ottru addeng‑ña. She hopped on one leg out of the house, because she hurt the knee on her other leg. Dumellang gi haligin trongku, tuma'yuk påpa', pues kumatdiding gi uriyan i kellat guaka. He walked balancing himself on the tree trunk, jumped down, then hopped on one foot around the cattle fence.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
katdiyu,Transitive Verb,"vt.  cook (something) with onions, vinegar, and soy sauce. Para bai hu katdiyu i guihan. I'm going to cook the fish with vinegar, soy sauce, and onions. Månngi' makatdiyu i ilun katchu'. Tuna fish head cooked in vinegar, soy sauce, and onions is delicious. From: Sp. caldillo.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåtdu,Transitive Verb,vt.  make (something) into soup. Ya‑ña si Nåna kumåtdu i mannuk yan letchin niyuk. Mother likes to make chicken soup with coconut milk. Variant: kåddu. From: Sp. caldo.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåtga,Transitive Verb,"vt.  carry, transfer, haul, transport. Ti siña si Maria ha kåtga i makkat na kosas sa' i ma'operå‑ña. Maria cannot carry heavy things, because of her operation. Ha kåtga si Vicente i todu i matiriåt gi karetå‑ña para i lanchu. Vicente hauled all the lumber on his truck to his farm. Manmakåtga i taotåo ni bås para i feria. The people were transported on the bus to the fair. See: loffan. From: Sp. carga.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
katgueti,Transitive Verb,"vt.  use in a playful way, use as a toy. Håfa na un atkagueti si Jose? Why did you use Jose as a toy? See: hugeti. Variant: atkagueti.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
katiguråt,Transitive Verb,"vt.  categorize, put into categories. Mungnga mayalaka' i lepblu, sa' esta manmakatiguråt sigun gi titulu. Don't mix up the books, because they are already categorized by title.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
katiyi,Transitive Verb,"vt.  cry for, weep for, call for. Na'katiyi ni kareta ya uma tungu' na manggaigi hit. Honk the horn of the car so that they know that we're here. Håfa un katitiyi? What are you crying about? Ha katitiyi si nanå‑ña, sa' taigui. He is calling for his mother, because she's not there. Syn: tångsi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
katkula,Transitive Verb,"vt.  calculate, estimate, compute. Listu si Kika' mangatkula kuåntu i balin i guihan. Kika' is very fast to calculate how much the fish cost. Katkula kuåntu para un ginasta yanggin para un håtsa i gima'. Estimate how much it will cost you to build the house. Katkula kuåntu i sais libra gi tres pesus kada libra bali‑ña. Calculate how much six pounds is worth at three dollars a pound. From: Sp. calcula.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
katnadåyi,Transitive Verb,"vt.  set out bait for, set out lure for. Bula chå'ka gi uriya ya si Juan ha katnadåyi i okkudu para u fangonni' chå'ka. There are a lot of rats around and so Juan baited the traps to catch rats. Hu katnadåyi i haguit Lisa, sa' ti ha tungu'. I baited Lisa's hook, because she didn't know how. Fa'nu'i i patgun taimanu para u katnadåyi i haguet‑ña. Show the child how to bait his hook.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåtsa,Transitive Verb,"vt.  1) brace, support. Kåtsa i tinanum siha. Brace the plants. Matomba i trongku ni ti makåtsa. The tree that wasn't supported toppled. 2) dress up, put make-up on, apply cosmetics. Ha kåtsa gui' para i giput. She dressed up for the party. Dudus si Berrang piot yanggin ha kåtsa gui' todu. Beth is flirtatious, especially when she is all decked out. Asentådu na palåo'an achukka' ti ha kåkatsa gui'. She is an attractive lady even without make-up. Reflexive verb. Syn: kåchit. From: Sp. calza.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåtsu,Transitive Verb,vt.  hold open. Usa i ladriyu para un kåtsu i pettan santatti. Use the brick to hold the back door. Kåtsu i petta ni ladriyu. Use the brick as doorstop.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kattåyi,Transitive Verb,vt.  write letter to (someone). Si Simeon ha kattåyi i che'lu‑ña ni gaigi Amerika. Esta si Frank munhåyan ha kattåyi si Betran. Ma kattåyi yu' put i kinalamten‑hu gi che'chu'. Syn: tugi'.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kattuchu',Transitive Verb,vt.  put (fish) on a stringer. Usa i talin halaihai para un kattuchu' i kinene'‑mu guihan. Use the beach morning glory vine to string your fish catch. From: Sp. cartucho.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåtyun,Transitive Verb,"vt.  path, street, trail, road, alley. Måolik si Juan mankåtyun, sa' ha na'gåsgas ha' mo'na. Guaha esta mofo'na ombris esta guaha makåtyun. Adahi na un tinaga' yanggin para un fankåtyun. Syn: kåyi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåyun,Transitive Verb,vt.  mark one's path so as to find the way back. Na'siguru na un kåyun i chalån‑mu mo'na ya un tungu' taimanu hinanånåo‑mu. Be sure to mark your movement forward so that you will know how you are progressing. Ti un abak yanggin un kåyun i chalån‑mu. You won't be lost if you mark your path. Variant: kåtyun.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kebrånta,Transitive Verb,"vt.  show assertiveness or over-confidence in self, edging on bragging. Un kebrånta håo muna'lagu låo ni håfa tiningo'‑mu. You were close to bragging about your cooking but you don't know anything. From: Sp. quebranta.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ké'chuli',Transitive Verb,"vt.  attempt to take, try to take ownership of. Hånåo ya un ke'chuli' i talåya as tihu‑mu Martin. Go and get the fishing net from your Uncle Martin. I patgun ha ke'chuli' i hugeti ginin i estrangheru, låo muma'å'ñåo. The child tried to take the toy from a stranger, but then he was apprehensive. Ha ke'chuli' i aputunidåt para u kuentus låo dimasiåo yommahlåo. He tried to take the opportunity to say something but he was just too shy. Variant: kéchuli'.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ké'danchi,Transitive Verb,"vt.  try to correct, try to make right, try to be on target, try to make amends. I istudiånti ha chagi månu i nina'siñå‑ña para u ke'danchi i kuestion kuentas. The student tried his best to give the correct answer to the math question. Chagi ya un ke'danchi i matka. Try to hit the mark. Mandåggåo i patgun åtchu' para u ke'danchi i bintåna. The kid threw a rock to try and hit the window. Variant: kédanchi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ké'danchiyi,Transitive Verb,"vt.  try to hit the mark for, try to give correct answers for. Si nang ha ayuda si Justo ni istudiu‑ña para u kedanchiyi ni kuestion siha. Mom helped Justo with his studies so she can try to give the correct answers to the questions. Hånåo ya hågu un fanfletcha ya un kedanchiyi si David ni matka. Go and shoot the slingshot so you can hit the mark for David. Kedanchiyi i machåchak i mostra para si Virginia kosa ki ti u låstima i matiriåt. Try to cut from the sample correctly for Virginia so that the material will not be wasted. Variant: kédanchiyi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ké'hatsa,Transitive Verb,"vt.  attempt to lift, attempt to raise. Si Felipe ha ke'hatsa i suetdun i implihåo siha. Felipe attempted to raise the employees' wages. Si Mariko ha ke'hatsa i båtdi låo dimasiåo makkat. Mariko tried to pick up the bucket but it was too heavy. Hagas ha' si Tun Ben ha ke'hatsa i presiun i fektus siha gi tendån‑ña. Elder Ben has been trying to raise the prices of goods at his store. Variant: kéhatsa.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kélaguin,Transitive Verb,"vt.  make a dish of raw or half-cooked beef, fish, or poultry prepared with lemon juice. Månngi' makelaguin i satmon ya mana'yi tumåtis. It is delicious to make a dish of half-cooked salmon with added tomatoes.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ké'latchai,Transitive Verb,"vt.  attempt to finish off, try to use or eat all of. Make'latchai i hinekkan mångga ni sakki. The thieves tried to finish off all the picked mangoes. Si Rosita ha ke'latchai i fina'denni' aliling. Rosita tried to eat all of the pickled conch. Insigidas ha ke'latchai i mana'i‑ña salåppi' put para u manå'i mås. He quickly used up his allowance hoping to get more. Variant: kélatchai.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ké'li'i',Transitive Verb,vt.  try to see. Tuma'yuk i galagitu put para u ke'li'i' i amu‑ña. The puppy was jumping trying to see its owner. Tumohgi gi bintåna put para u ke'li'i' i finattun Tang. She was standing by the window trying to see Dad's arrival. Kalan ha na'achigugu' si Nang i matå‑ña put para u ke'li'i' i lettra gi katta. Mom squinted her eyes trying to see the words in the letter. Variant: kéli'i'.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kema,Transitive Verb,"vt.  1) stir-fry. Gof ya‑hu bula na siboyas kumema yanggin mama'tinas yu' adobun månnuk. I like lots of onion when I am going to cook chicken. Si Maria ha kema påpa' i katni yan i gellai para senan‑måmi. Maria stir-fried down the meat and vegetables for dinner. Si nanå‑hu todu biåhi ya para na'lågu maseha håfa na kåtni, ha kekema fine'nena. Whenever my mother wants to cook, she first stir-fries the meat. 2) saute with onions or garlic. Matågu' si Juan para u kema i biringhenas. Juan was told to saute the eggplants. Ha usa si bihå‑hu lañan niyuk para u kema i gellai. My grandmother used the coconut oil to saute the vegetables. Månngi' makema i satdinas yan i biringenas. Sardines sauteed with eggplants are delicious.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kema,Transitive Verb,"vt.  beat in wooden board game with 7 opposite holes on each side and a large hole on both ends. Hu na'kema i kuntråriu, sa' linaisin anai hinengngan ni talangan hulu. I beat my opponent in chongka, because he got startled by the rolling thunder. From: Sp. quema.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kesang,Transitive Verb,"vt.  estimate, calculate. Anai makesang kuåntu bali‑ña i tanu', ti chumilung yan i kinegagåo. When they estimated the value of the land, it did not meet what was requested.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ké'sangan,Transitive Verb,vt.  try to say. Guaha si Merced para u ke'sangan låo ha tulaika hinasson‑ña. Merced tried to say something but changed her mind. Ha ke'sangan i asuntu gi duråntin i dinanña' låo atrasåo. He was trying to say something during the meeting but it was too late. Si Kayla ha ke'sangan i sinisedi låo tåya' oputunidåt. Kayla was trying to talk about the incident but there was no opportunity. Variant: késangan.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ké'tungu',Transitive Verb,"vt.  try to learn, try to know, try to be informed. Maria, maila' ya un ke'tungu' mama'tinas brohas. Maria, come and try to learn how to make sponge cake. Humånåo si Balbina umiskuela para u ke'tungu' mås put hinemlu' tåotåo. Balbina went to study to learn about public health. Variant: kétungu'.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ké'yuti',Transitive Verb,"vt.  try to dispose of, try to drop, try to throw, try to jump. Ha ke'yuti' gui' si Caridad gi tasi. Caridad tried to jump into the ocean. Si Angela ha ke'yuti' i nengkanu' låo hu chomma'. Angela tried to get rid of the food but I stopped her. Ha ke'yuti' gui' si Carlos gi taddung låo muma'å'ñåo. Carlos tried to jump off on the deep part but he was scared. Variant: kéyuti'.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kidera,Transitive Verb,vt.  cut the ligaments of (an animal). Variant: diskareta.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
