Term,Part of Speech,Definition,Source Details,Link to Source
pinipu,Intransitive Verb,"vi.  molt, be in a molting state (of coconut crab). Ginin puminipu i panglåo. The crab had molted. Yanggin para u fanpinipu i ayuyu, ma guådduk siha gi halum odda'. When the coconut crabs are going to molt, they dig themselves into the dirt. See: manggosni.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
plaitu,Intransitive Verb,"vi.  quarrel, make trouble, make a fuss. Manplaitu i taotåo sankattan yan sanlichan. The northern and southern people had a quarrel. Måttu para u plaitu i bisinu put i ga'lågu. The neighbors had a fuss about the dogs. Syn: atburotu, engkubukåo, yinaoyåo. From: Sp. pleito.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
plåsu,Intransitive Verb,"vi.  1) talk aimlessly. Ti ma a'atendi håo, sa' sigi håo ha' plumåsu. They weren't listening to you because you kept on just talking aimlessly. 2) walk aimlessly (e.g. while waiting). Anåkku i plasu‑mu nigap. Your walking went on yesterday.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
poddung,Intransitive Verb,"vi.  fall down, drop, collapse, stumble. Gof adahi i neni na u poddung. Be sure the baby does not fall. Ti hu tungu' håfa na gotpi ha' pumoddung yu' påpa'. I do not understand why I suddenly just collapsed. Tinani' si Tita mama'baba ya sigi ha' pumoddung i gradu‑ña gi iskuela. Tita keeps fooling around and her grades keep falling. Fanmanhokka' sa' bula pineddung mångga gi egga'an. Go and collect because there are lots of fallen mangos this morning. Syn: basnak. Variant: potdung.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
poksiun,Intransitive Verb,"vi.  stink, smell bad (of anything that becomes spoiled or begins to stink from soaking in liquid too long). Yuti' ennåo na kåddun guihan sa' esta poksiun ya u hina hit. Throw that fish soup because it is spoiled and it will poison us. Chaddik poksiun i nengkanu' kumu tiempun chata'an. Food gets bad fast during the rainy season. Guaha na råsan tåotåo mana'popoksiun nåya i guihan ya atyu nai makåkannu'. Some groups of people ferment fish; then they eat it. Variant: poksin.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
pos,Intransitive Verb,"vi.  pose (Guam). Pumos ta'lu i taotåo ya ha fa' gui' må'gas. The man positioned himself again as if he was the boss. Manpos para u fanmalitråtu. They posed for their picture to be taken. Håyi atyu i pumos kumu guiya i mås malåti' na tåotåo? Who was it who posed as if he was the smartest person? See: kåkku', pustura. From: Eng. pose.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
potsan,Intransitive Verb,"vi.  protrude, stick out, come out. Adahi na u potsan huyung i chigu' ginin i pekpok‑mu. Be careful not to have the pus come out of your sore. Ti hu tungu' håfa mampopotsan huyung gi tatåotåo‑hu. I do not know what are sticking out of my body. Guaha na biåhi nai todu mesgu' yu' gi kantun chålan sa' popotsan ha' huyung i hanum ginin i paip. Sometimes I am soaking wet along the road because the sprinkler automatically sprinkles out water.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
pudus,Intransitive Verb,"vi.  follow all the time out of insecurity (e.g. of a child trailing after its mother). Sessu i patgun masåolak as nanå‑ña, sa' ya‑ña pumudus kada para u hånåo si nanå‑ña para i tenda. The child often gets spanked because she always wants to follow whenever her mother is going to the store.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
pustura,Intransitive Verb,vi.  pose (of a model or figure). Pumustura håo fan ta'lu guennao para un dagi ham. You posed there again just to deceive us.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
put i siñåt,Intransitive Verb,"vi.  make the sign of the cross. Åntis di u tutuhun si Påli' i misa, todu i tiempu pumut i siñåt. Before the Priest begins the mass, he makes the sign of the cross. Gi tutuhun i lisåyu, debi di un put i siñåt. At the beginning of the rosary, you must make the sign of the cross. Yanggin Katoliku håo, debi di un put i siñåt yanggin maloffan håo gi me'nan i gima' Yu'us. If you are Catholic, you must make the sign of the cross when you pass the church.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
puti,Intransitive Verb,"vi.  hurt, ache, feel pain. Ma'a'ñåo i patgun maduluk sa' ilek‑ña na puti siempri. The child is afraid of being given a shot because she said it will hurt. Puti i ilu‑hu anai ma'ottu yu' gi liga. My head hurt when I bumped against the wall. Mungnga makassi i patgun sa' siempri piniti. Don't make fun of the child because you will hurt his feelings.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
rakka',Intransitive Verb,vi.  descend by parachute. Rumakka' påpa' i sindålu gi tasi. The soldier parachuted down into the ocean.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
råspa,Intransitive Verb,"vi.  brush against lightly, hit just on the edge of or near target, side-swipe. Råspa ha' i bala gi binådu anai hu paki. The bullet just grazed the deer when I shot it.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
rekla,Intransitive Verb,vi.  menstruate. Håfa kåo rumekla håo na gof ñamma' håo? Are you having your period that you are very sluggish? Ti siña malak i tasi sa' rumerekla. She could not go to the beach because she is menstruating. Syn: mahåga'. From: Sp. regla.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
rifresku,Intransitive Verb,"vi.  refresh (oneself), freshen up. Manrifresku ham gi kantun tåsi. We refreshed at the beach. Na'rifresku håo ni basun chå. Refresh yourself with a cup of tea.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
rimenda,Intransitive Verb,"vi.  mend, repair. Rimenda i matitik magagu‑mu insigidas. Mend the tear on your cloth right away. Åtman tiempu esta disti ki marimenda i ligan i kusina. It has been a long time since the kitchen was repaired. Tai bali para un rimenda esti låo gai usu para talåpus. It is worthless to repair this, but it is usable as a rag. Variant: limenda. From: Sp. remienda.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
riskåta,Intransitive Verb,vi.  escape. Rumiskåta i babui kontra i guafi. The pig escaped from the fire.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ritåchi,Intransitive Verb,"vi.  ricochet. Anai poddung i plåtu gi satgi, rumitåchi tåtti. When the plate fell on the floor, it ricocheted. Rumitåchi i bala gi liga. The bullet ricocheted from the wall. From: Sp. retache.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ritumbu,Intransitive Verb,"vi.  vibrate (caused by loud noise), oscillate, echo, resonate. Esta ritutumbu mågi i pakyun Yutu gi isla siha. Typhoon Yutu was vibrating as it approached our islands. Anai manmalågu i tropan guaka gi kellat, esta ritutumbu gi halumtånu'. When the herd of cows escaped from their fence, there were vibrations in the wilderness. Manritutumbu mågi i kabåyu anai mana'achikak. The horses were making vibrations as they were racing. From: Sp. retumbo.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ruidu,Intransitive Verb,"vi.  make noise, make commotion. Kalang manruiruidu gi giput sa' guaha manguekuentus a'gang, guaha mañåchalik, guaha mangåkanta. They were sort of making noise at the party because some were talking loud, some were laughing, and some were singing. Variant: ridu. From: Sp. ruido.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
såga,Intransitive Verb,"vi.  1) stay, stop by, rest, remain. Sumåganñaihun yu' ya dumiskånsa gi papa' trongkun lemmai. I stopped by and rested for awhile under the breadfruit tree. I pulisiha ha na'såga i kareta siha gi chalan. The policeman stopped the cars on the road. 2) live (in, at), dwell. Manmayamak i lugåt siha sa' la'atman sumagå‑ña i pakyu guihi. The area was destroyed because the typhoon stayed in the area rather long. Mungnga hit sumåga guennåo na asuntu esta ki ta tungu' mås put ennåo. Let us not dwell on that issue until we learn more about it. Syn: Ta fañåga guini na lugåt sa' guaha hånum.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
saguan,Intransitive Verb,"vi.  help (in fighting), join someone's side in a fight. Umasaguan yu' para i amigå‑hu anai mumumu yan i bisinu. I joined my friend when she was fighting with the neighbor. Manasaguan i gurupun Charanka para i gurupun Tanapag kontra i tåotåo San Antonio. The Chalan Kanoa group sided in a fight with Tanapag against the group in San Antonio. Mungnga sumåguan yanggin guaha mumumu. Do not help or interfere when someone is fighting. Sumåguan si Ana anai mumu i amigå‑ña. Ana joined her friend's side when her friend was in a fight.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
sahguan,Intransitive Verb,"vi.  be pregnant (antipassive). Sigun gi inatan‑hu nu ennåo na palåo'an, kalan mañahguan. From my observation of that woman, she appears to be pregnant. Ginin mañahguan låo måffak. She was once pregnant but she lost the baby.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
såhi,Intransitive Verb,"vi.  wax, illuminate and become larger (of the moon). I pilan sigi dumångkulu sa' para u såhi på'gu na puengi. The moon will appear bigger because it will wax tonight. I pilan yanggin sumåhi guaha na tristi sumahi‑ña. When the moon waxes there are times when it appears to be a sad moon.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
saibuk,Intransitive Verb,vi.  boil starchy food with coconut milk. Kåo para un saibuk på'gu? Esta sumaibuk yu' gi paingi. Will you be cooking with coconut milk today? I already cooked with coconut milk last night. Syn: gollai åppan (Guam).,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
saikíluluk,Intransitive Verb,"vi.  1) tumble, go every which way, twisted. Hu totpi i iståntin lateriha ya mañaikiluluk påpa' i lateriha. I bumped onto the shelves of canned goods and they tumbled down all over the place. Ti mapput bai hu na'saikiluluk håo an umafulu' hit. It is easy for me to twist you around when we wrestle. Sumaikiluluk i kareta anai påkyu. The car went tumbling around during the typhoon. 2) confused, twisted (of mind). Si Maria ha na'fansaikiluluk hinassun‑ñiha gi ineppepen‑ña. Maria confuses them with her responses. Anai bulåchu yu' ya malinik ilu‑hu, mansaikikiluluk i titanos‑su. When I got drunk and had a headache, I felt a spinning sensation in my brain. Ha na'fansaikikiluluk hinassun‑måmi nu i fino'‑ña. She is twisting our minds with her words. See: tarapatu'.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
sakadatchi',Intransitive Verb,"vi.  do a somersault, turn head over heels, be upside down, flip over. Gi inalulå‑ña, matompu' pues sumakadatchi' gi kannat. In his haste, he tripped then fell upside down into the ditch. Ilek‑ña, Na'påra i bisiom‑mu o sino bai hu na'sakadatchi' håo. He said, Stop that habit or I will flip you over. Mansakadadatchi' påpa' i famagu'un gi fina' oksu'. The children are somersaulting down from the hill. From: Jp.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
sakadulis,Intransitive Verb,vi.  hunt in a group (on land). Mansakadulis i lalåhi babuin halum tånu'. The men went hunting for wild boar. Mansakadudulis i bisinu binådu. The neighbors are hunting deer. Variant: kasadulis (Guam).,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
sakåti,Intransitive Verb,vi.  get sword grass. Nihi ta fansakåti para i ga'ga'. Let's cut swordgrass for the animals. Adahi na un chinachak ni sakåti yanggin sumakåti håo. Be care not to cut yourself with the swordgrass when you are foraging.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
sakuseng,Intransitive Verb,"vi.  to scavenge for things, to search for items after WWII in Marianas. Humånåo yu' para bai sakuseng gi plåsan airi anai måkpu' i gera. I went to search for war materials after the war. Sumakuseng i asaguahu gi liyang ya asotda' meggai na båla ginin i Geran Mina Dos. My husband searched and found a lot of WWII munitions in a cave.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
salamångka,Intransitive Verb,"vi.  trip, fall down as one loses one's balance, stumble, be thrown off balance, somersault. Gåddun si tåta i addeng‑ña gi tali ya sumalamångka. Dad's foot got tangled by the rope and he tripped. Sumalamångka i patgun påpa' gi eksu'. The child somersaulted down the hill. Puti tatalo'‑ña sa' tåntu sumalamångka. His back aches from somersaulting often.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
